locus_tag	ftype	length_bp	gene	EC_number	COG	product
P7741_02453	gene	1077	cugP			
P7741_02453	CDS	1077	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
P7741_02454	gene	885	wbbL			
P7741_02454	CDS	885	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
P7741_02455	gene	927	rmlD			
P7741_02455	CDS	927	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
P7741_02456	gene	1458	lcpA_1			
P7741_02456	CDS	1458	lcpA_1		COG1316	Cell wall biosynthesis protein LcpA
P7741_02457	gene	723				
P7741_02457	CDS	723				hypothetical protein
P7741_02458	gene	279				
P7741_02458	CDS	279				putative protein
P7741_02459	gene	2199	ctpC			
P7741_02459	CDS	2199	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
P7741_02460	gene	702				
P7741_02460	CDS	702				hypothetical protein
P7741_02461	gene	1002				
P7741_02461	CDS	1002				hypothetical protein
P7741_02462	gene	726				
P7741_02462	CDS	726				hypothetical protein
P7741_02463	gene	600				
P7741_02463	CDS	600				hypothetical protein
P7741_02464	gene	1188				
P7741_02464	CDS	1188		2.8.3.-	COG1804	putative fatty acyl-CoA transferase
P7741_02465	gene	369	dauA			
P7741_02465	CDS	369	dauA		COG0659	C4-dicarboxylic acid transporter DauA
P7741_02466	gene	1896				
P7741_02466	CDS	1896				hypothetical protein
P7741_02467	gene	441	rcp1			
P7741_02467	CDS	441	rcp1			Response regulator rcp1
P7741_02468	gene	1623	sasA			
P7741_02468	CDS	1623	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
P7741_02469	gene	1239	rssB_1			
P7741_02469	CDS	1239	rssB_1			Regulator of RpoS
P7741_02470	gene	1170				
P7741_02470	CDS	1170		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
P7741_02471	gene	516	purE			
P7741_02471	CDS	516	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
P7741_02472	gene	1275	purK			
P7741_02472	CDS	1275	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
P7741_02473	gene	684				
P7741_02473	CDS	684				hypothetical protein
P7741_02474	gene	519				
P7741_02474	CDS	519				hypothetical protein
P7741_02475	gene	831	birA			
P7741_02475	CDS	831	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
P7741_02476	gene	1641	accD5_1			
P7741_02476	CDS	1641	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
P7741_02477	gene	321				
P7741_02477	CDS	321				hypothetical protein
P7741_02478	gene	651				
P7741_02478	CDS	651		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
P7741_02479	gene	906	sseA			
P7741_02479	CDS	906	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
P7741_02480	gene	420				
P7741_02480	CDS	420			COG2166	putative SufE-like protein
P7741_02481	gene	1794	carB_2			
P7741_02481	CDS	1794	carB_2			Carbamoyl-phosphate synthase large chain
P7741_02482	gene	1314				
P7741_02482	CDS	1314				hypothetical protein
P7741_02483	gene	1710	dhbF_4			
P7741_02483	CDS	1710	dhbF_4		COG1020	Dimodular nonribosomal peptide synthase
P7741_02484	gene	3447	dltA_3			
P7741_02484	CDS	3447	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
P7741_02485	gene	3021	dltA_4			
P7741_02485	CDS	3021	dltA_4	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
P7741_02486	gene	570				
P7741_02486	CDS	570				hypothetical protein
P7741_02487	gene	732	sigF			
P7741_02487	CDS	732	sigF		COG1191	RNA polymerase sigma factor SigF
P7741_02488	gene	438	rsbW			
P7741_02488	CDS	438	rsbW		COG2172	Anti-sigma-F factor RsbW
P7741_02489	gene	312				
P7741_02489	CDS	312				hypothetical protein
P7741_02490	gene	378				
P7741_02490	CDS	378				hypothetical protein
P7741_02491	gene	1350	lat			
P7741_02491	CDS	1350	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
P7741_02492	gene	456				
P7741_02492	CDS	456				hypothetical protein
P7741_02493	gene	1272				
P7741_02493	CDS	1272			COG5383	putative protein
P7741_02494	gene	1596	gabD			
P7741_02494	CDS	1596	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
P7741_02495	gene	633				
P7741_02495	CDS	633				hypothetical protein
P7741_02496	gene	1131				
P7741_02496	CDS	1131				putative PPE family protein PPE51
P7741_02497	gene	342				
P7741_02497	CDS	342				hypothetical protein
P7741_02498	gene	564				
P7741_02498	CDS	564				hypothetical protein
P7741_02499	gene	765	nei_1			
P7741_02499	CDS	765	nei_1	3.2.2.-	COG0266	Endonuclease 8
P7741_02500	gene	546				
P7741_02500	CDS	546				hypothetical protein
P7741_02501	gene	3669	deaD_2			
P7741_02501	CDS	3669	deaD_2	3.6.4.13		ATP-dependent RNA helicase DeaD
P7741_02502	gene	3669	deaD_3			
P7741_02502	CDS	3669	deaD_3	3.6.4.13		ATP-dependent RNA helicase DeaD
P7741_02503	gene	546				
P7741_02503	CDS	546				hypothetical protein
P7741_02504	gene	765	nei_2			
P7741_02504	CDS	765	nei_2	3.2.2.-	COG0266	Endonuclease 8
P7741_02505	gene	564				
P7741_02505	CDS	564				hypothetical protein
P7741_02506	gene	342				
P7741_02506	CDS	342				hypothetical protein
P7741_02507	gene	1131				
P7741_02507	CDS	1131				putative PPE family protein PPE51
P7741_02508	gene	1077	pstS3_1			
P7741_02508	CDS	1077	pstS3_1		COG0226	Phosphate-binding protein PstS 3
P7741_02509	gene	321				
P7741_02509	CDS	321				hypothetical protein
P7741_02510	gene	2643				
P7741_02510	CDS	2643				hypothetical protein
P7741_02511	gene	867				
P7741_02511	CDS	867				hypothetical protein
P7741_02512	gene	729				
P7741_02512	CDS	729				hypothetical protein
P7741_02513	gene	261				
P7741_02513	CDS	261				hypothetical protein
P7741_02514	gene	666	phoU1			
P7741_02514	CDS	666	phoU1		COG0704	Phosphate-specific transport system accessory protein PhoU 
P7741_02515	gene	1419				
P7741_02515	CDS	1419				hypothetical protein
P7741_02516	gene	2988	ctpI_1			
P7741_02516	CDS	2988	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
P7741_02517	gene	549				
P7741_02517	CDS	549				hypothetical protein
P7741_02518	gene	291				
P7741_02518	CDS	291				hypothetical protein
P7741_02519	gene	1218				
P7741_02519	CDS	1218				hypothetical protein
P7741_02520	gene	183				
P7741_02520	CDS	183				hypothetical protein
P7741_02521	gene	1758	glpD2			
P7741_02521	CDS	1758	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
P7741_02522	gene	1413	lpdA			
P7741_02522	CDS	1413	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
P7741_02523	gene	450				
P7741_02523	CDS	450				hypothetical protein
P7741_02524	gene	888				
P7741_02524	CDS	888				hypothetical protein
P7741_02525	gene	1170	scmP			
P7741_02525	CDS	1170	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
P7741_02526	gene	1182				
P7741_02526	CDS	1182		3.5.1.47		N-acetyldiaminopimelate deacetylase
P7741_02527	gene	822	punA			
P7741_02527	CDS	822	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase
P7741_02528	gene	1581				
P7741_02528	CDS	1581		5.4.2.8	COG1109	putative phosphomannomutase
P7741_02529	gene	624	upp			
P7741_02529	CDS	624	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
P7741_02530	gene	840	sapM			
P7741_02530	CDS	840	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
P7741_02531	gene	1317				
P7741_02531	CDS	1317				hypothetical protein
P7741_02532	gene	897				
P7741_02532	CDS	897				hypothetical protein
P7741_02533	gene	1500				
P7741_02533	CDS	1500				hypothetical protein
P7741_02534	gene	1527	pucI			
P7741_02534	CDS	1527	pucI		COG1953	putative allantoin permease
P7741_02535	gene	912				
P7741_02535	CDS	912				hypothetical protein
P7741_02536	gene	960	alc			
P7741_02536	CDS	960	alc	3.5.3.4		allantoicase
P7741_02537	gene	1284				
P7741_02537	CDS	1284				hypothetical protein
P7741_02538	gene	243				
P7741_02538	CDS	243				hypothetical protein
P7741_02539	gene	132				
P7741_02539	CDS	132				hypothetical protein
P7741_02540	gene	1071				
P7741_02540	CDS	1071				hypothetical protein
P7741_02541	gene	549				
P7741_02541	CDS	549				hypothetical protein
P7741_02542	gene	1668	sir_1			
P7741_02542	CDS	1668	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
P7741_02543	gene	735	cysH_1			
P7741_02543	CDS	735	cysH_1	1.8.4.8	COG0175	putative phosphoadenosine phosphosulfate reductase
P7741_02544	gene	720	cbiX			
P7741_02544	CDS	720	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
P7741_02545	gene	921				
P7741_02545	CDS	921				putative HTH-type transcriptional regulator
P7741_02546	gene	1374	fprA_2			
P7741_02546	CDS	1374	fprA_2	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
P7741_02547	gene	327	fdxA_2			
P7741_02547	CDS	327	fdxA_2		COG1146	Ferredoxin
P7741_02548	gene	594				
P7741_02548	CDS	594				hypothetical protein
P7741_02549	gene	972				
P7741_02549	CDS	972		3.1.1.-		Esterase PE16
P7741_02550	gene	375				
P7741_02550	CDS	375				hypothetical protein
P7741_02551	gene	1260				
P7741_02551	CDS	1260				hypothetical protein
P7741_02552	gene	1002				
P7741_02552	CDS	1002				hypothetical protein
P7741_02553	gene	1341				
P7741_02553	CDS	1341		2.3.1.20		Putative diacyglycerol O-acyltransferase
P7741_02554	gene	987	hsaA_1			
P7741_02554	CDS	987	hsaA_1	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
P7741_02555	gene	729				
P7741_02555	CDS	729				putative protein
P7741_02556	gene	441				
P7741_02556	CDS	441				hypothetical protein
P7741_02557	gene	1140				
P7741_02557	CDS	1140				hypothetical protein
P7741_02558	gene	1593				
P7741_02558	CDS	1593			COG0025	putative Na(+)/H(+) exchanger
P7741_02559	gene	642				
P7741_02559	CDS	642				hypothetical protein
P7741_02560	gene	2496	mhpA_4			
P7741_02560	CDS	2496	mhpA_4	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
P7741_02561	gene	735				
P7741_02561	CDS	735				hypothetical protein
P7741_02562	gene	339				
P7741_02562	CDS	339				hypothetical protein
P7741_02563	gene	1131				
P7741_02563	CDS	1131				hypothetical protein
P7741_02564	gene	204				
P7741_02564	CDS	204				hypothetical protein
P7741_02565	gene	996	dhmA_1			
P7741_02565	CDS	996	dhmA_1	3.8.1.5		Haloalkane dehalogenase
P7741_02566	gene	321				
P7741_02566	CDS	321				hypothetical protein
P7741_02567	gene	867				
P7741_02567	CDS	867				hypothetical protein
P7741_02568	gene	1446				
P7741_02568	CDS	1446				hypothetical protein
P7741_02569	gene	915				
P7741_02569	CDS	915		4.4.1.13	COG1168	Putative cystathionine beta-lyase
P7741_02570	gene	546				
P7741_02570	CDS	546				hypothetical protein
P7741_02571	gene	873				
P7741_02571	CDS	873				hypothetical protein
P7741_02572	gene	729	cysQ_1			
P7741_02572	CDS	729	cysQ_1	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
P7741_02573	gene	1179	hsaA_2			
P7741_02573	CDS	1179	hsaA_2	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
P7741_02574	gene	456				
P7741_02574	CDS	456			COG2826	IS30 family transposase ISMsm8
P7741_02575	gene	156				
P7741_02575	CDS	156				hypothetical protein
P7741_02576	gene	483				
P7741_02576	CDS	483				hypothetical protein
P7741_02577	gene	456				
P7741_02577	CDS	456				hypothetical protein
P7741_02578	gene	687				
P7741_02578	CDS	687				hypothetical protein
P7741_02579	gene	1332				
P7741_02579	CDS	1332				hypothetical protein
P7741_02580	gene	843	phzF			
P7741_02580	CDS	843	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
P7741_02581	gene	417				
P7741_02581	CDS	417				hypothetical protein
P7741_02582	gene	933				
P7741_02582	CDS	933		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
P7741_02583	gene	636	COQ5_5			
P7741_02583	CDS	636	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
P7741_02584	gene	963	atzF			
P7741_02584	CDS	963	atzF	3.5.1.54		Allophanate hydrolase
P7741_02585	gene	429				
P7741_02585	CDS	429				hypothetical protein
P7741_02586	gene	600	tdh_1			
P7741_02586	CDS	600	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
P7741_02587	gene	456	gutB_1			
P7741_02587	CDS	456	gutB_1	1.1.1.-	COG1063	Sorbitol dehydrogenase
P7741_02588	gene	549				
P7741_02588	CDS	549				hypothetical protein
P7741_02589	gene	294				
P7741_02589	CDS	294				hypothetical protein
P7741_02590	gene	1029				
P7741_02590	CDS	1029				hypothetical protein
P7741_02591	gene	750	ind7			
P7741_02591	CDS	750	ind7	2.1.1.328		N-demethylindolmycin N-methyltransferase
P7741_02592	gene	1209	bcr			
P7741_02592	CDS	1209	bcr			Bicyclomycin resistance protein
P7741_02593	gene	783				
P7741_02593	CDS	783		3.-.-.-		putative metallo-hydrolase
P7741_02594	gene	438				
P7741_02594	CDS	438				hypothetical protein
P7741_02595	gene	2394				
P7741_02595	CDS	2394				hypothetical protein
P7741_02596	gene	1935	htpG			
P7741_02596	CDS	1935	htpG		COG0326	Chaperone protein HtpG
P7741_02597	gene	972				
P7741_02597	CDS	972		1.-.-.-	COG0667	putative oxidoreductase
P7741_02598	gene	639				
P7741_02598	CDS	639				hypothetical protein
P7741_02599	gene	186	rubA_2			
P7741_02599	CDS	186	rubA_2		COG1773	Rubredoxin
P7741_02600	gene	168	alkF_2			
P7741_02600	CDS	168	alkF_2			Rubredoxin-1
P7741_02601	gene	183	alkB_3			
P7741_02601	CDS	183	alkB_3	1.14.15.3		Alkane 1-monooxygenase
P7741_02602	gene	1080	alkB_4			
P7741_02602	CDS	1080	alkB_4	1.14.15.3		Alkane 1-monooxygenase
P7741_02603	gene	471	glgX_2			
P7741_02603	CDS	471	glgX_2	3.2.1.196		Glycogen debranching enzyme
P7741_02604	gene	489	glgX_3			
P7741_02604	CDS	489	glgX_3	3.2.1.-	COG1523	Glycogen operon protein GlgX 
P7741_02605	gene	429	glgX_4			
P7741_02605	CDS	429	glgX_4	3.2.1.-	COG1523	Glycogen operon protein GlgX 
P7741_02606	gene	768	sdh			
P7741_02606	CDS	768	sdh	1.1.1.276		Serine 3-dehydrogenase
P7741_02607	gene	816				
P7741_02607	CDS	816				hypothetical protein
P7741_02608	gene	1029				
P7741_02608	CDS	1029				hypothetical protein
P7741_02609	gene	1182				
P7741_02609	CDS	1182		1.3.99.-		Acyl-CoA dehydrogenase FadE34
P7741_02610	gene	777	crt_3			
P7741_02610	CDS	777	crt_3	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
P7741_02611	gene	819				
P7741_02611	CDS	819		1.1.1.201	COG0300	7-beta-hydroxysteroid dehydrogenase (NADP(+))
P7741_02612	gene	507				
P7741_02612	CDS	507				hypothetical protein
P7741_02613	gene	828				
P7741_02613	CDS	828				hypothetical protein
P7741_02614	gene	933				
P7741_02614	CDS	933				hypothetical protein
P7741_02615	gene	885				
P7741_02615	CDS	885				hypothetical protein
P7741_02616	gene	372				
P7741_02616	CDS	372				hypothetical protein
P7741_02617	gene	1383	kdpB			
P7741_02617	CDS	1383	kdpB	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
P7741_02618	gene	423				
P7741_02618	CDS	423				hypothetical protein
P7741_02619	gene	1002				
P7741_02619	CDS	1002				Putative NAD(P)H nitroreductase
P7741_02620	gene	582				
P7741_02620	CDS	582				putative membrane protein
P7741_02621	gene	1125				
P7741_02621	CDS	1125				hypothetical protein
P7741_02622	gene	816	asrB			
P7741_02622	CDS	816	asrB		COG0543	Anaerobic sulfite reductase subunit B
P7741_02623	gene	240				
P7741_02623	CDS	240				hypothetical protein
P7741_02624	gene	483				
P7741_02624	CDS	483				hypothetical protein
P7741_02625	gene	1293	hoxH			
P7741_02625	CDS	1293	hoxH	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
P7741_02626	gene	522				
P7741_02626	CDS	522				hypothetical protein
P7741_02627	gene	276				
P7741_02627	CDS	276				hypothetical protein
P7741_02628	gene	126				
P7741_02628	CDS	126				hypothetical protein
P7741_02629	gene	1602				
P7741_02629	CDS	1602				hypothetical protein
P7741_02630	gene	420				
P7741_02630	CDS	420				hypothetical protein
P7741_02631	gene	258	acpP_1			
P7741_02631	CDS	258	acpP_1			Acyl carrier protein
P7741_02632	gene	327				
P7741_02632	CDS	327				hypothetical protein
P7741_02633	gene	333				
P7741_02633	CDS	333				hypothetical protein
P7741_02634	gene	1344				
P7741_02634	CDS	1344				hypothetical protein
P7741_02635	gene	636				
P7741_02635	CDS	636				hypothetical protein
P7741_02636	gene	285				
P7741_02636	CDS	285			COG2141	putative protein
P7741_02637	gene	567				
P7741_02637	CDS	567			COG1309	putative HTH-type transcriptional regulator
P7741_02638	gene	846				
P7741_02638	CDS	846				hypothetical protein
P7741_02639	gene	339				
P7741_02639	CDS	339				hypothetical protein
P7741_02640	gene	1158				
P7741_02640	CDS	1158				hypothetical protein
P7741_02641	gene	1437	nylA			
P7741_02641	CDS	1437	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
P7741_02642	gene	1083	plcB_2			
P7741_02642	CDS	1083	plcB_2	3.1.4.3	COG3511	Phospholipase C 2
P7741_02643	gene	282	plcA_1			
P7741_02643	CDS	282	plcA_1	3.1.4.3	COG3511	Phospholipase C 1
P7741_02644	gene	168	plcA_2			
P7741_02644	CDS	168	plcA_2	3.1.4.3	COG3511	Phospholipase C 1
P7741_02645	gene	525				
P7741_02645	CDS	525				hypothetical protein
P7741_02646	gene	750				
P7741_02646	CDS	750		3.1.1.3		Lipase 2
P7741_02647	gene	795	thiG			
P7741_02647	CDS	795	thiG	2.8.1.10	COG2022	Thiazole synthase
P7741_02648	gene	198				
P7741_02648	CDS	198				hypothetical protein
P7741_02649	gene	1020	mnmC			
P7741_02649	CDS	1020	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
P7741_02650	gene	663	thiE			
P7741_02650	CDS	663	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
P7741_02651	gene	630	mutT3			
P7741_02651	CDS	630	mutT3	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 3
P7741_02652	gene	1320				
P7741_02652	CDS	1320				hypothetical protein
P7741_02653	gene	807	glnH			
P7741_02653	CDS	807	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
P7741_02654	gene	2304	pknG			
P7741_02654	CDS	2304	pknG	2.7.11.1	COG0515	Serine/threonine-protein kinase PknG
P7741_02655	gene	861				
P7741_02655	CDS	861				hypothetical protein
P7741_02656	gene	1167	ackA			
P7741_02656	CDS	1167	ackA	2.7.2.1	COG0282	Acetate kinase
P7741_02657	gene	2085	pta			
P7741_02657	CDS	2085	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
P7741_02658	gene	1011	fgd1_1			
P7741_02658	CDS	1011	fgd1_1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
P7741_02659	gene	753	gloB_3			
P7741_02659	CDS	753	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
P7741_02660	gene	2433				
P7741_02660	CDS	2433				hypothetical protein
P7741_02661	gene	2877	mmpL1_3			
P7741_02661	CDS	2877	mmpL1_3		COG2409	putative transport protein MmpL1
P7741_02662	gene	1332	ntaA			
P7741_02662	CDS	1332	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
P7741_02663	gene	1119				
P7741_02663	CDS	1119				hypothetical protein
P7741_02664	gene	1107				
P7741_02664	CDS	1107				hypothetical protein
P7741_02665	gene	507				
P7741_02665	CDS	507				hypothetical protein
P7741_02666	gene	129				
P7741_02666	CDS	129				hypothetical protein
P7741_02667	gene	381				
P7741_02667	CDS	381				hypothetical protein
P7741_02668	gene	978	mmgC_2			
P7741_02668	CDS	978	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
P7741_02669	gene	99				
P7741_02669	CDS	99				hypothetical protein
P7741_02670	gene	960	mmgC_3			
P7741_02670	CDS	960	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
P7741_02671	gene	183				
P7741_02671	CDS	183				hypothetical protein
P7741_02672	gene	1107	dap_2			
P7741_02672	CDS	1107	dap_2	3.4.11.19		D-aminopeptidase
P7741_02673	gene	651				
P7741_02673	CDS	651				hypothetical protein
P7741_02674	gene	132				
P7741_02674	CDS	132				hypothetical protein
P7741_02675	gene	318				
P7741_02675	CDS	318				hypothetical protein
P7741_02676	gene	438				
P7741_02676	CDS	438				hypothetical protein
P7741_02677	gene	516				
P7741_02677	CDS	516				hypothetical protein
P7741_02678	gene	804				
P7741_02678	CDS	804				hypothetical protein
P7741_02679	gene	819				
P7741_02679	CDS	819				hypothetical protein
P7741_02680	gene	738				
P7741_02680	CDS	738				hypothetical protein
P7741_02681	gene	267				
P7741_02681	CDS	267				hypothetical protein
P7741_02682	gene	270	tuf_2			
P7741_02682	CDS	270	tuf_2			Elongation factor Tu
P7741_02683	gene	369				
P7741_02683	CDS	369				hypothetical protein
P7741_02684	gene	810	glcA			
P7741_02684	CDS	810	glcA	3.2.1.39		Glucan endo-1,3-beta-glucosidase A1
P7741_02685	gene	804	curA			
P7741_02685	CDS	804	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
P7741_02686	gene	690				
P7741_02686	CDS	690				hypothetical protein
P7741_02687	gene	279				
P7741_02687	CDS	279				hypothetical protein
P7741_02688	gene	390				
P7741_02688	CDS	390				hypothetical protein
P7741_02689	gene	369				
P7741_02689	CDS	369				hypothetical protein
P7741_02690	gene	666				
P7741_02690	CDS	666				hypothetical protein
P7741_02691	gene	117				
P7741_02691	CDS	117				hypothetical protein
P7741_02692	gene	459				
P7741_02692	CDS	459				putative protein
P7741_02693	gene	564				
P7741_02693	CDS	564				putative protein
P7741_02694	gene	1008	espE_2			
P7741_02694	CDS	1008	espE_2			ESX-1 secretion-associated protein EspE
P7741_02695	gene	1143				
P7741_02695	CDS	1143				hypothetical protein
P7741_02696	gene	465				
P7741_02696	CDS	465				hypothetical protein
P7741_02697	gene	1065	lprN_2			
P7741_02697	CDS	1065	lprN_2			Lipoprotein LprN
P7741_02698	gene	1284				
P7741_02698	CDS	1284				hypothetical protein
P7741_02699	gene	951				
P7741_02699	CDS	951				hypothetical protein
P7741_02700	gene	330				
P7741_02700	CDS	330				hypothetical protein
P7741_02701	gene	1029				
P7741_02701	CDS	1029				hypothetical protein
P7741_02702	gene	1386				
P7741_02702	CDS	1386				hypothetical protein
P7741_02703	gene	855				
P7741_02703	CDS	855				hypothetical protein
P7741_02704	gene	849	mlaE_3			
P7741_02704	CDS	849	mlaE_3		COG0767	Intermembrane phospholipid transport system permease protein MlaE
P7741_02705	gene	195	suaB			
P7741_02705	CDS	195	suaB			Ferredoxin-1
P7741_02706	gene	417				
P7741_02706	CDS	417				hypothetical protein
P7741_02707	gene	1284	yjiB_1			
P7741_02707	CDS	1284	yjiB_1	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
P7741_02708	gene	783				
P7741_02708	CDS	783				hypothetical protein
P7741_02709	gene	360	malT			
P7741_02709	CDS	360	malT			HTH-type transcriptional regulator MalT
P7741_02710	gene	1524	aldA			
P7741_02710	CDS	1524	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
P7741_02711	gene	420				
P7741_02711	CDS	420				hypothetical protein
P7741_02712	gene	1203	mce3R_1			
P7741_02712	CDS	1203	mce3R_1			Transcriptional repressor Mce3R
P7741_02713	gene	315	gdx			
P7741_02713	CDS	315	gdx		COG2076	Guanidinium exporter
P7741_02714	gene	810				
P7741_02714	CDS	810				hypothetical protein
P7741_02715	gene	777	fabG2_1			
P7741_02715	CDS	777	fabG2_1	1.-.-.-		putative oxidoreductase
P7741_02716	gene	1098	ribBA_2			
P7741_02716	CDS	1098	ribBA_2	3.5.4.25		Riboflavin biosynthesis protein RibBA
P7741_02717	gene	1203				
P7741_02717	CDS	1203				hypothetical protein
P7741_02718	gene	108	ephB			
P7741_02718	CDS	108	ephB	3.3.2.10		Epoxide hydrolase B
P7741_02719	gene	2520	nqrF			
P7741_02719	CDS	2520	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
P7741_02720	gene	1140				
P7741_02720	CDS	1140		1.14.14.155		3,6-diketocamphane 1,6-monooxygenase
P7741_02721	gene	603				
P7741_02721	CDS	603				Putative enoyl-CoA hydratase EchA13
P7741_02722	gene	1230				
P7741_02722	CDS	1230		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
P7741_02723	gene	1089				
P7741_02723	CDS	1089		1.3.99.-		Acyl-CoA dehydrogenase FadE27
P7741_02724	gene	498	tpx			
P7741_02724	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
P7741_02725	gene	1083				
P7741_02725	CDS	1083				hypothetical protein
P7741_02726	gene	1422	atoE			
P7741_02726	CDS	1422	atoE		COG2031	Putative short-chain fatty acid transporter
P7741_02727	gene	951	rhaS			
P7741_02727	CDS	951	rhaS			HTH-type transcriptional activator RhaS
P7741_02728	gene	744				
P7741_02728	CDS	744				hypothetical protein
P7741_02729	gene	234				
P7741_02729	CDS	234				hypothetical protein
P7741_02730	gene	810				
P7741_02730	CDS	810				hypothetical protein
P7741_02731	gene	855				
P7741_02731	CDS	855				hypothetical protein
P7741_02732	gene	477				
P7741_02732	CDS	477				hypothetical protein
P7741_02733	gene	768				
P7741_02733	CDS	768		1.1.1.47	COG1028	Glucose 1-dehydrogenase
P7741_02734	gene	708				
P7741_02734	CDS	708				hypothetical protein
P7741_02735	gene	369				
P7741_02735	CDS	369				hypothetical protein
P7741_02736	gene	1389				
P7741_02736	CDS	1389		3.5.4.32	COG0402	8-oxoguanine deaminase
P7741_02737	gene	1290	cinA_2			
P7741_02737	CDS	1290	cinA_2		COG1058	CinA-like protein
P7741_02738	gene	1020	nanT			
P7741_02738	CDS	1020	nanT			Sialic acid transporter NanT
P7741_02739	gene	591				
P7741_02739	CDS	591				hypothetical protein
P7741_02740	gene	486				
P7741_02740	CDS	486				hypothetical protein
P7741_02741	gene	402				
P7741_02741	CDS	402				hypothetical protein
P7741_02742	gene	441				
P7741_02742	CDS	441				hypothetical protein
P7741_02743	gene	876	aao			
P7741_02743	CDS	876	aao	1.4.3.3	COG0665	putative D-amino-acid oxidase
P7741_02744	gene	471				
P7741_02744	CDS	471				hypothetical protein
P7741_02745	gene	426				
P7741_02745	CDS	426				hypothetical protein
P7741_02746	gene	636				
P7741_02746	CDS	636				hypothetical protein
P7741_02747	gene	1242				
P7741_02747	CDS	1242				hypothetical protein
P7741_02748	gene	594	mftR_2			
P7741_02748	CDS	594	mftR_2			Putative mycofactocin biosynthesis transcriptional regulator MftR
P7741_02749	gene	1218				
P7741_02749	CDS	1218				hypothetical protein
P7741_02750	gene	327				
P7741_02750	CDS	327				hypothetical protein
P7741_02751	gene	1005	tdh_2			
P7741_02751	CDS	1005	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
P7741_02752	gene	429	yndB			
P7741_02752	CDS	429	yndB		COG3832	putative protein YndB
